source_commit,measurement_script_sha256,public_script_sha256,runner_sha256,raw_input_id,raw_input_sha256,block,ky_layout,call,jax,cpu_count,affinity,xla_flags,grid_nx,grid_ny,grid_nz,Nl,Nm,window_steps,state_shape,load1_before,load5_before,load15_before,load1_after,load5_after,load15_after,wall_s,backend_compiles,backend_compile_s,lowering_s,tracing_s,compile_total_s,execution_remainder_s,compile_scope,whole_process_peak_rss_mib,rss_input_sha256,value,gradient_tprim
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block1-full,b7795a36fb06e17aaed0e9df1cc610ad0728fe79aa1889a6d3c0df7d805746a3,1,full,first,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,4.46826171875,4.66357421875,4.35498046875,9.865234375,6.25439453125,4.9384765625,30.827919838018715,444,18.330443143844604,2.644942045211792,0.06879568099975586,21.044180870056152,9.783738967962563,monitoring_trace_lowering_backend,,,,
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block1-full,b7795a36fb06e17aaed0e9df1cc610ad0728fe79aa1889a6d3c0df7d805746a3,1,full,rep1,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,4.46826171875,4.66357421875,4.35498046875,9.865234375,6.25439453125,4.9384765625,18.191312945913523,13,8.244952917098999,1.0523130893707275,0.003973245620727539,9.301239252090454,8.89007369382307,monitoring_trace_lowering_backend,,,,
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block1-full,b7795a36fb06e17aaed0e9df1cc610ad0728fe79aa1889a6d3c0df7d805746a3,1,full,rep2,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,4.46826171875,4.66357421875,4.35498046875,9.865234375,6.25439453125,4.9384765625,18.38949980540201,13,8.543281316757202,0.7496693134307861,0.0039331912994384766,9.296883821487427,9.092615983914584,monitoring_trace_lowering_backend,,,,
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block1-full,b7795a36fb06e17aaed0e9df1cc610ad0728fe79aa1889a6d3c0df7d805746a3,1,full,rep3,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,4.46826171875,4.66357421875,4.35498046875,9.865234375,6.25439453125,4.9384765625,19.161669911816716,13,8.756954669952393,1.1350338459014893,0.004558563232421875,9.896547079086304,9.265122832730412,monitoring_trace_lowering_backend,,,,
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block1-half,878fc8fc5ba0bf95fcdf203067b24e18124138bb3f1f727aae72c4a20aa05f48,1,half,first,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,5.84375,6.21240234375,5.171875,7.84619140625,7.0302734375,5.69140625,57.67793929716572,405,24.197962999343872,2.7529332637786865,0.05696296691894531,27.007859230041504,30.670080067124218,monitoring_trace_lowering_backend,,,,
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block1-half,878fc8fc5ba0bf95fcdf203067b24e18124138bb3f1f727aae72c4a20aa05f48,1,half,rep1,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,5.84375,6.21240234375,5.171875,7.84619140625,7.0302734375,5.69140625,47.0093905380927,13,15.401662826538086,0.9825587272644043,0.004605770111083984,16.388827323913574,30.62056321417913,monitoring_trace_lowering_backend,,,,
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block1-half,878fc8fc5ba0bf95fcdf203067b24e18124138bb3f1f727aae72c4a20aa05f48,1,half,rep2,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,5.84375,6.21240234375,5.171875,7.84619140625,7.0302734375,5.69140625,46.60796443512663,13,15.816989421844482,0.7711846828460693,0.003789186477661133,16.591963291168213,30.01600114395842,monitoring_trace_lowering_backend,,,,
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block1-half,878fc8fc5ba0bf95fcdf203067b24e18124138bb3f1f727aae72c4a20aa05f48,1,half,rep3,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x17x32x24,5.84375,6.21240234375,5.171875,7.84619140625,7.0302734375,5.69140625,47.59355162875727,13,15.821219205856323,0.7434988021850586,0.003700733184814453,16.568418741226196,31.025132887531072,monitoring_trace_lowering_backend,,,,
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block2-full,71e5b906816358085eaf3587a94f826f8f579bf9805c63f8e82fe4af92bba9fc,2,full,first,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,6.935546875,6.99755859375,6.03369140625,6.75732421875,6.94970703125,6.10498046875,31.8313021780923,444,18.961548566818237,2.7329275608062744,0.06585383415222168,21.760329961776733,10.070972216315567,monitoring_trace_lowering_backend,,,,
38d7c4277db1bf9a4fee2292d3aea2f3c00ca31d,49712cc2cd95bf82c49897f2264f1011e3bb0fc1c28154450503d9a701af9865,05fa36082ad0d48c05b649d7090800514aa536956652d542e03f57f640448a5f,43b4218e759db0685aac34a0b67aae63736e4d49d6d7168950779c7ec5069be6,block2-full,71e5b906816358085eaf3587a94f826f8f579bf9805c63f8e82fe4af92bba9fc,2,full,rep1,0.10.2,36,12-17,--xla_cpu_multi_thread_eigen=false,32,32,24,4,8,6,1x4x8x32x32x24,6.935546875,6.99755859375,6.03369140625,6.75732421875,6.94970703125,6.10498046875,18.370039406232536,13,8.109676599502563,1.0460052490234375,0.005584239959716797,9.161266088485718,9.208773317746818,monitoring_trace_lowering_backend,,,,
